Municipio;Ano;target_por_area;preco_6;TNx_6;TNn_6;TXx_6;TXn_6;TX90p_6;Tn90p_6;WD30_6;WN22_6;Frost_6;Tn10p_6;TXMCD_6;Tmin7_6;Tmin3_6;Tmin2_6;Tmin1_6;Tmax10_6;Tmax7_6;PRCPTOT_6;Drydays_6;Wetdays_6;CWD_6;CDD_6;Wet20mm_6;Prec-Intensity_6;rx1day_6;rx5day_6;r95p_6;pr-wet-qrt_6;pr-dry-qrt_6;preco_7;TNx_7;TNn_7;TXx_7;TXn_7;TX90p_7;Tn90p_7;WD30_7;WN22_7;Frost_7;Tn10p_7;TXMCD_7;Tmin7_7;Tmin3_7;Tmin2_7;Tmin1_7;Tmax10_7;Tmax7_7;PRCPTOT_7;Drydays_7;Wetdays_7;CWD_7;CDD_7;Wet20mm_7;Prec-Intensity_7;rx1day_7;rx5day_7;r95p_7;pr-wet-qrt_7;pr-dry-qrt_7;preco_8;TNx_8;TNn_8;TXx_8;TXn_8;TX90p_8;Tn90p_8;WD30_8;WN22_8;Frost_8;Tn10p_8;TXMCD_8;Tmin7_8;Tmin3_8;Tmin2_8;Tmin1_8;Tmax10_8;Tmax7_8;PRCPTOT_8;Drydays_8;Wetdays_8;CWD_8;CDD_8;Wet20mm_8;Prec-Intensity_8;rx1day_8;rx5day_8;r95p_8;pr-wet-qrt_8;pr-dry-qrt_8;preco_9;TNx_9;TNn_9;TXx_9;TXn_9;TX90p_9;Tn90p_9;WD30_9;WN22_9;Frost_9;Tn10p_9;TXMCD_9;Tmin7_9;Tmin3_9;Tmin2_9;Tmin1_9;Tmax10_9;Tmax7_9;PRCPTOT_9;Drydays_9;Wetdays_9;CWD_9;CDD_9;Wet20mm_9;Prec-Intensity_9;rx1day_9;rx5day_9;r95p_9;pr-wet-qrt_9;pr-dry-qrt_9;preco_10;TNx_10;TNn_10;TXx_10;TXn_10;TX90p_10;Tn90p_10;WD30_10;WN22_10;Frost_10;Tn10p_10;TXMCD_10;Tmin7_10;Tmin3_10;Tmin2_10;Tmin1_10;Tmax10_10;Tmax7_10;PRCPTOT_10;Drydays_10;Wetdays_10;CWD_10;CDD_10;Wet20mm_10;Prec-Intensity_10;rx1day_10;rx5day_10;r95p_10;pr-wet-qrt_10;pr-dry-qrt_10;preco_11;TNx_11;TNn_11;TXx_11;TXn_11;TX90p_11;Tn90p_11;WD30_11;WN22_11;Frost_11;Tn10p_11;TXMCD_11;Tmin7_11;Tmin3_11;Tmin2_11;Tmin1_11;Tmax10_11;Tmax7_11;PRCPTOT_11;Drydays_11;Wetdays_11;CWD_11;CDD_11;Wet20mm_11;Prec-Intensity_11;rx1day_11;rx5day_11;r95p_11;pr-wet-qrt_11;pr-dry-qrt_11;preco_12;TNx_12;TNn_12;TXx_12;TXn_12;TX90p_12;Tn90p_12;WD30_12;WN22_12;Frost_12;Tn10p_12;TXMCD_12;Tmin7_12;Tmin3_12;Tmin2_12;Tmin1_12;Tmax10_12;Tmax7_12;PRCPTOT_12;Drydays_12;Wetdays_12;CWD_12;CDD_12;Wet20mm_12;Prec-Intensity_12;rx1day_12;rx5day_12;r95p_12;pr-wet-qrt_12;pr-dry-qrt_12;preco_1;TNx_1;TNn_1;TXx_1;TXn_1;TX90p_1;Tn90p_1;WD30_1;WN22_1;Frost_1;Tn10p_1;TXMCD_1;Tmin7_1;Tmin3_1;Tmin2_1;Tmin1_1;Tmax10_1;Tmax7_1;PRCPTOT_1;Drydays_1;Wetdays_1;CWD_1;CDD_1;Wet20mm_1;Prec-Intensity_1;rx1day_1;rx5day_1;r95p_1;pr-wet-qrt_1;pr-dry-qrt_1;preco_2;TNx_2;TNn_2;TXx_2;TXn_2;TX90p_2;Tn90p_2;WD30_2;WN22_2;Frost_2;Tn10p_2;TXMCD_2;Tmin7_2;Tmin3_2;Tmin2_2;Tmin1_2;Tmax10_2;Tmax7_2;PRCPTOT_2;Drydays_2;Wetdays_2;CWD_2;CDD_2;Wet20mm_2;Prec-Intensity_2;rx1day_2;rx5day_2;r95p_2;pr-wet-qrt_2;pr-dry-qrt_2;preco_3;TNx_3;TNn_3;TXx_3;TXn_3;TX90p_3;Tn90p_3;WD30_3;WN22_3;Frost_3;Tn10p_3;TXMCD_3;Tmin7_3;Tmin3_3;Tmin2_3;Tmin1_3;Tmax10_3;Tmax7_3;PRCPTOT_3;Drydays_3;Wetdays_3;CWD_3;CDD_3;Wet20mm_3;Prec-Intensity_3;rx1day_3;rx5day_3;r95p_3;pr-wet-qrt_3;pr-dry-qrt_3;preco_4;TNx_4;TNn_4;TXx_4;TXn_4;TX90p_4;Tn90p_4;WD30_4;WN22_4;Frost_4;Tn10p_4;TXMCD_4;Tmin7_4;Tmin3_4;Tmin2_4;Tmin1_4;Tmax10_4;Tmax7_4;PRCPTOT_4;Drydays_4;Wetdays_4;CWD_4;CDD_4;Wet20mm_4;Prec-Intensity_4;rx1day_4;rx5day_4;r95p_4;pr-wet-qrt_4;pr-dry-qrt_4;preco_5;TNx_5;TNn_5;TXx_5;TXn_5;TX90p_5;Tn90p_5;WD30_5;WN22_5;Frost_5;Tn10p_5;TXMCD_5;Tmin7_5;Tmin3_5;Tmin2_5;Tmin1_5;Tmax10_5;Tmax7_5;PRCPTOT_5;Drydays_5;Wetdays_5;CWD_5;CDD_5;Wet20mm_5;Prec-Intensity_5;rx1day_5;rx5day_5;r95p_5;pr-wet-qrt_5;pr-dry-qrt_5;cluster
Coqueiral;2015;1.26;172.37;15.24;9.95;28.13;22.05;5;4;0;0;0;0;7;0;0;0;0;0;0;3.96;29;1;1;28;0;3.96;3.96;3.96;0;145.72;94.57;169.27;15.21;8.52;28.78;17.22;3;8;0;0;0;0;5;0;0;0;0;0;0;37.7;25;6;4;13;0;6.06;13.56;21.12;0;109.72;42.81;175.89;15.7;7.05;31.69;20.75;3;1;4;0;0;2;16;0;0;0;0;0;0;2.74;30;1;1;17;0;1.54;1.54;1.76;0;57.14;43.43;170.38;19.91;9.81;33.8;22.8;3;7;13;0;0;2;14;0;0;0;0;0;0;22.89;25;5;3;17;0;4.28;6.36;17.67;0;63.34;57.14;187.05;20.67;10.27;36.74;22.03;10;6;17;0;0;8;19;0;0;0;0;0;0;36.1;24;7;4;17;0;4.98;13.29;23.33;0;66.56;46.76;182.75;20.63;13.56;32.57;21.28;2;10;12;0;0;3;14;0;0;0;0;0;0;187.3;16;14;8;8;3;13.15;59.38;122.87;3;290.49;78.62;177.33;20.14;15.83;32.37;25.45;6;4;11;0;0;1;31;0;0;0;0;0;0;189.05;14;17;7;5;3;10.94;28.59;110.84;3;420.36;314.72;177.74;21.14;16.87;34.82;25.54;17;9;23;0;0;1;31;0;0;0;0;0;0;89.28;19;12;4;8;1;7.29;28.73;44.82;1;463.61;445.17;165.62;20.19;17.02;31.91;24.07;1;3;13;0;0;0;11;0;0;0;0;0;0;135.58;12;16;7;4;1;8.36;32.03;65.47;1;549.57;416.69;149.16;19.61;16.23;30.95;23.16;0;3;3;0;0;1;10;0;0;0;0;0;0;165.31;10;21;8;4;1;7.83;20.45;57.67;1;408.13;374.88;149.45;19.62;12.75;30.3;23.45;3;9;2;0;0;0;22;0;0;0;0;0;0;26.46;22;8;4;11;0;3.21;5.84;21.09;0;373.02;327.34;144.79;18.34;11.53;28.87;21.02;2;4;0;0;0;0;5;0;0;0;0;0;0;57.76;22;9;3;8;1;6.13;24.02;30.17;1;271.1;245.65;1
Coqueiral;2016;1.68;151.12;15.55;8.73;27.62;20.63;2;9;0;0;0;0;10;0;0;0;0;0;0;26.91;25;5;3;12;0;4.92;10.11;23.39;0;221.34;105.9;135.75;15.85;11.0;28.2;21.33;8;11;0;0;0;0;8;0;0;0;0;0;0;2.64;30;1;1;22;0;1.07;1.07;1.92;0;97.48;86.59;135.27;14.92;9.93;31.07;25.52;0;1;2;0;0;0;31;0;0;0;0;0;0;11.35;30;1;1;25;0;11.35;11.35;11.35;0;78.2;21.39;119.6;19.47;13.62;35.3;18.75;8;11;17;0;0;0;15;0;0;0;0;0;0;142.74;20;10;8;14;3;14.23;35.82;110.37;4;162.27;140.9;122.08;20.73;15.67;35.99;25.31;11;9;21;0;0;0;31;0;0;0;0;0;0;45.22;24;7;4;18;0;6.32;16.03;32.09;0;199.31;160.34;117.53;21.06;17.3;33.56;24.08;8;15;13;0;0;0;23;0;0;0;0;0;0;252.58;7;23;12;3;4;10.98;38.12;69.17;5;484.42;248.3;123.18;20.6;17.98;32.37;23.23;3;8;15;0;0;0;29;0;0;0;0;0;0;225.47;5;26;11;3;2;8.64;27.45;63.19;2;519.92;408.54;121.39;21.2;17.08;31.84;23.43;1;13;8;0;0;0;15;0;0;0;0;0;0;291.4;7;24;11;2;5;12.1;44.58;99.29;5;769.45;576.57;120.82;20.99;16.44;33.12;28.1;3;10;21;0;0;1;29;0;0;0;0;0;0;121.86;15;14;4;5;1;8.48;20.16;50.17;2;690.94;638.82;135.5;20.27;17.02;31.93;23.96;3;10;10;0;0;0;25;0;0;0;0;0;0;137.94;15;16;6;6;0;8.47;15.86;52.5;0;625.76;549.02;134.36;19.3;14.71;32.15;21.45;19;7;22;0;0;0;26;0;0;0;0;0;0;17.84;25;5;5;25;0;3.54;8.55;35.89;0;492.37;277.64;135.26;17.39;8.95;28.73;22.61;7;8;0;0;0;2;11;0;0;0;0;0;0;14.71;26;5;2;10;0;2.48;5.25;16.7;0;271.43;189.57;1
Coqueiral;2017;1.751396648044693;145.22;18.44;5.91;27.59;19.57;1;7;0;0;0;3;4;2;0;0;0;0;0;102.11;20;10;8;13;2;10.14;25.49;81.66;2;193.7;134.66;155.8;14.44;3.53;29.52;23.52;8;3;0;0;0;3;8;2;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;134.66;115.76;156.61;17.19;6.83;31.79;21.37;7;6;7;0;0;1;10;1;0;0;0;0;0;27.6;27;4;2;14;0;6.79;11.2;16.97;0;132.25;60.67;155.21;19.4;11.15;34.24;25.23;4;4;16;0;0;2;30;0;0;0;0;0;0;6.43;29;1;1;29;0;5.56;5.56;5.56;0;37.52;33.17;160.15;20.87;12.21;35.13;22.63;4;7;12;0;0;2;27;0;0;0;0;0;0;153.31;16;15;4;5;2;10.06;34.88;67.29;3;207.52;60.03;165.98;20.14;10.95;31.64;20.08;1;3;10;0;0;3;8;0;0;0;0;0;0;207.2;11;19;9;4;4;10.85;47.19;120.38;4;362.18;219.39;149.58;20.36;14.32;33.49;22.17;10;6;16;0;0;3;15;0;0;0;0;0;0;174.24;15;16;10;3;1;10.68;34.17;58.06;2;534.76;446.33;161.54;20.26;17.98;33.8;26.94;5;5;14;0;0;0;31;0;0;0;0;0;0;168.29;15;16;6;6;2;10.21;27.16;73.21;2;550.39;537.59;163.06;20.22;17.52;33.08;24.17;3;3;14;0;0;0;24;0;0;0;0;0;0;49.19;18;10;5;15;0;4.72;9.02;29.2;0;548.99;407.36;155.9;20.19;13.57;32.22;23.9;3;5;15;0;0;6;18;0;0;0;0;0;0;96.28;20;11;5;5;1;8.59;38.32;49.68;1;344.16;292.03;153.2;19.2;12.47;30.32;20.9;0;5;4;0;0;3;27;0;0;0;0;0;0;39.19;22;8;3;7;0;4.65;14.09;26.14;0;290.6;176.08;146.12;18.26;11.44;27.76;17.98;0;5;0;0;0;0;13;0;0;0;0;0;0;60.18;25;6;5;11;1;9.77;26.26;48.49;1;207.81;163.04;1
Coqueiral;2018;1.8;143.5;15.94;6.31;29.16;22.67;5;1;0;0;0;1;7;1;0;0;0;0;0;31.96;28;2;2;16;1;15.45;21.41;31.37;1;183.4;131.33;159.13;13.03;7.66;26.25;18.51;0;0;0;0;0;1;2;0;0;0;0;0;0;0.05;31;0;0;31;0;0.0;0.05;0.05;0;125.66;82.08;162.52;16.41;8.02;32.06;19.73;5;4;5;0;0;0;10;0;0;0;0;0;0;5.27;28;3;2;16;0;1.52;1.88;5.27;0;82.08;36.7;152.7;17.09;9.77;32.6;23.35;1;0;13;0;0;1;29;0;0;0;0;0;0;43.94;27;3;3;27;1;14.65;33.29;43.94;1;49.27;5.33;136.62;18.82;14.74;34.24;20.75;7;2;16;0;0;0;18;0;0;0;0;0;0;118.3;18;13;5;11;1;9.0;24.99;97.12;1;169.56;113.1;138.43;19.5;13.03;31.35;22.96;0;4;5;0;0;1;12;0;0;0;0;0;0;103.36;19;11;5;8;1;9.2;22.08;71.4;1;298.49;174.45;136.65;20.55;16.73;32.81;20.94;6;6;13;0;0;0;19;0;0;0;0;0;0;204.65;9;22;8;4;4;9.18;22.37;63.7;4;455.52;361.76;134.87;20.19;17.42;32.64;23.57;2;3;12;0;0;0;26;0;0;0;0;0;0;248.18;11;20;9;6;2;12.34;24.09;81.76;4;554.5;494.1;132.63;20.96;16.13;31.72;21.01;0;4;7;0;0;3;20;0;0;0;0;0;0;130.34;12;16;11;6;0;8.06;16.64;55.86;0;585.6;570.19;128.66;20.41;16.45;32.25;28.34;5;13;15;0;0;0;31;0;0;0;0;0;0;133.01;17;14;7;4;3;9.34;31.17;49.45;3;579.14;522.28;126.31;19.37;13.11;29.42;23.81;0;3;0;0;0;0;15;0;0;0;0;0;0;35.41;21;9;4;10;0;3.89;7.41;17.38;0;438.16;298.4;123.19;16.96;5.96;29.21;20.44;3;4;0;0;0;3;19;1;0;0;0;0;0;16.25;29;2;2;18;0;7.4;12.01;14.87;0;274.59;149.34;1
Coqueiral;2019;1.5;123.18;16.34;10.39;28.78;21.86;7;12;0;0;0;0;8;0;0;0;0;0;0;26.07;26;4;2;14;0;6.17;6.96;13.73;0;112.59;77.72;125.22;14.85;7.33;28.41;21.54;5;1;0;0;0;0;11;0;0;0;0;0;0;0.49;31;0;0;31;0;0.0;0.49;0.49;0;77.96;42.81;117.15;16.0;7.38;29.45;21.37;0;9;0;0;0;1;6;0;0;0;0;0;0;60.08;22;9;4;9;1;6.63;24.99;37.05;1;97.42;86.64;107.23;19.59;8.26;32.84;21.78;2;7;8;0;0;3;10;0;0;0;0;0;0;73.32;20;10;8;13;0;7.17;15.78;44.25;0;153.65;75.79;112.76;19.81;12.34;32.91;22.63;2;16;5;0;0;1;9;0;0;0;0;0;0;188.18;9;22;5;3;2;8.52;25.1;66.66;3;303.66;192.47;113.25;20.17;14.95;31.5;19.38;0;4;8;0;0;0;8;0;0;0;0;0;0;282.44;9;21;11;4;4;13.42;48.64;102.14;4;583.25;403.42;105.41;20.68;13.35;33.22;23.6;10;6;18;0;0;1;25;0;0;0;0;0;0;237.05;11;20;5;5;4;11.83;39.3;84.58;4;715.46;625.48;107.04;20.68;17.3;33.39;22.9;13;10;26;0;0;0;25;0;0;0;0;0;0;112.39;14;17;4;4;1;6.5;24.4;47.36;1;693.09;624.41;107.01;21.13;17.11;34.76;22.92;6;9;16;0;0;0;12;0;0;0;0;0;0;247.81;9;19;11;4;2;12.94;54.93;101.86;2;642.47;575.63;101.13;20.07;16.02;32.81;23.66;3;7;8;0;0;0;19;0;0;0;0;0;0;186.18;15;16;6;9;2;11.49;29.2;80.38;2;634.42;540.04;97.74;21.01;13.2;31.23;23.4;3;15;3;0;0;0;16;0;0;0;0;0;0;88.71;19;11;6;5;1;7.89;20.98;52.86;1;557.67;522.7;98.2;18.67;7.85;29.43;21.43;10;15;0;0;0;1;9;0;0;0;0;0;0;60.43;27;4;3;15;1;14.83;29.36;59.69;1;420.84;297.93;1
Coqueiral;2020;2.160028248587571;110.88;15.56;7.58;28.75;21.23;6;9;0;0;0;0;7;0;0;0;0;0;0;2.53;29;1;1;26;0;2.27;2.27;2.53;0;250.58;146.79;117.05;16.2;4.44;28.05;19.38;5;2;0;0;0;3;9;2;0;0;0;0;0;9.83;27;4;2;24;0;2.3;3.77;6.34;0;102.24;72.07;103.89;15.8;8.04;31.6;17.79;6;5;3;0;0;0;6;0;0;0;0;0;0;10.94;28;3;2;14;0;3.28;3.97;6.65;0;79.44;23.29;101.09;19.73;12.32;35.82;18.38;11;13;19;0;0;0;24;0;0;0;0;0;0;68.1;24;6;4;16;1;11.09;29.22;63.31;1;88.87;24.25;99.45;18.97;15.5;33.36;23.5;3;3;21;0;0;0;21;0;0;0;0;0;0;61.79;17;14;6;10;0;4.31;14.65;28.26;0;145.04;111.98;108.14;21.14;14.51;34.04;23.18;3;8;6;0;0;1;8;0;0;0;0;0;0;194.83;11;19;5;3;3;10.0;28.95;64.44;3;324.72;191.44;125.25;20.61;16.66;31.64;24.58;2;4;11;0;0;0;22;0;0;0;0;0;0;141.25;12;19;7;6;0;7.41;17.39;49.03;0;431.64;348.08;120.27;20.92;17.11;32.3;23.21;0;10;11;0;0;0;22;0;0;0;0;0;0;231.85;4;27;14;2;2;8.58;26.01;76.21;3;578.1;479.29;112.9;20.27;17.26;31.48;22.58;0;10;6;0;0;0;12;0;0;0;0;0;0;456.78;4;25;12;2;8;18.24;60.26;164.19;9;829.88;608.54;116.75;20.12;14.09;30.58;23.25;0;4;6;0;0;4;29;0;0;0;0;0;0;128.87;19;12;5;7;3;10.6;41.34;111.58;3;869.64;796.84;109.05;19.69;12.09;30.82;24.27;1;6;1;0;0;0;14;0;0;0;0;0;0;37.88;21;9;4;14;0;4.08;8.95;47.38;0;730.3;622.74;100.66;16.85;7.11;27.98;18.79;0;4;0;0;0;4;6;0;0;0;0;0;0;20.82;26;5;3;7;0;3.85;8.78;16.91;0;526.78;122.22;1
Coqueiral;2021;1.5;98.75;16.14;9.14;28.39;20.63;7;7;0;0;0;0;7;0;0;0;0;0;0;6.17;28;2;1;22;0;3.07;4.9;6.17;0;123.61;43.15;101.41;15.27;10.04;29.18;24.05;6;7;0;0;0;0;16;0;0;0;0;0;0;0.14;31;0;0;31;0;0.0;0.1;0.1;0;41.23;27.03;101.67;17.22;6.62;31.57;16.98;4;5;5;0;0;3;11;1;0;0;0;0;0;18.43;28;3;3;19;0;6.0;11.53;18.43;0;39.92;23.47;101.87;19.59;12.74;36.02;19.62;12;6;22;0;0;0;20;0;0;0;0;0;0;15.06;25;5;4;19;0;3.01;3.89;11.64;0;40.72;18.57;92.77;21.2;14.5;37.15;21.4;9;12;14;0;0;0;18;0;0;0;0;0;0;40.8;22;9;2;8;0;4.07;9.46;15.61;0;74.29;44.56;102.02;19.78;10.68;34.0;25.69;6;2;13;0;0;3;30;0;0;0;0;0;0;76.93;16;14;7;6;0;5.25;14.28;30.38;0;178.67;81.95;114.36;20.56;17.54;32.64;23.06;3;5;12;0;0;0;15;0;0;0;0;0;0;348.26;3;28;14;2;5;12.43;55.15;121.1;5;469.89;305.24;119.57;20.41;15.91;33.39;26.15;2;5;14;0;0;1;31;0;0;0;0;0;0;191.79;17;14;8;14;4;13.67;34.75;81.76;4;713.01;539.97;128.0;20.31;15.93;31.72;24.6;0;2;11;0;0;5;25;0;0;0;0;0;0;226.13;7;21;8;3;2;10.62;55.87;96.5;2;767.36;726.03;128.62;19.26;16.44;31.98;25.21;5;1;14;0;0;1;31;0;0;0;0;0;0;150.43;16;15;12;8;2;9.9;48.56;79.15;2;691.9;558.57;134.43;17.88;12.21;29.98;24.03;1;1;0;0;0;4;17;0;0;0;0;0;0;8.66;26;4;1;11;0;1.95;2.6;8.28;0;486.47;385.19;153.33;17.93;8.25;28.9;21.54;9;3;0;0;0;1;8;0;0;0;0;0;0;11.51;30;1;1;30;0;7.65;7.65;8.6;0;281.53;162.62;1
Coqueiral;2022;1.2;158.15;16.62;8.21;27.81;20.14;4;4;0;0;0;0;4;0;0;0;0;0;0;32.07;24;6;4;11;1;5.22;23.59;32.19;1;120.04;51.03;147.75;14.87;2.86;28.66;19.57;2;2;0;0;0;5;4;4;1;0;0;0;0;0.03;31;0;0;31;0;0.0;0.03;0.03;0;49.17;43.6;146.91;16.55;8.13;31.72;23.26;9;2;7;0;0;0;23;0;0;0;0;0;0;1.51;31;0;0;31;0;0.0;0.9;1.51;0;43.6;10.01;161.35;19.64;11.17;35.95;25.13;17;17;24;0;0;1;30;0;0;0;0;0;0;26.2;25;5;2;13;0;5.17;13.34;13.38;0;42.69;3.39;201.05;19.61;13.07;34.07;19.64;1;9;7;0;0;1;9;0;0;0;0;0;0;265.13;5;26;12;2;2;10.13;40.87;79.78;2;359.65;96.78;231.62;19.26;14.14;32.46;21.3;6;1;13;0;0;2;9;0;0;0;0;0;0;157.53;15;15;6;5;1;10.49;55.43;111.86;1;466.64;390.47;255.5;20.51;13.57;30.95;20.87;0;6;5;0;0;6;12;0;0;0;0;0;0;226.9;8;23;8;2;3;9.83;28.79;75.46;3;685.69;520.72;268.93;20.96;17.28;32.53;23.96;1;6;14;0;0;0;22;0;0;0;0;0;0;337.36;7;24;14;3;6;13.97;51.09;144.82;6;761.03;703.56;285.44;20.08;16.89;32.44;23.74;1;5;9;0;0;1;19;0;0;0;0;0;0;222.81;5;23;13;3;5;9.67;28.0;101.04;5;801.5;772.41;252.79;20.03;14.62;32.44;24.43;5;5;22;0;0;1;20;0;0;0;0;0;0;87.62;18;13;6;5;1;6.68;22.0;49.17;2;726.74;608.41;263.19;19.5;11.58;30.82;24.07;3;9;6;0;0;3;29;0;0;0;0;0;0;34.84;22;8;2;15;0;4.35;10.88;51.69;0;484.12;402.36;254.56;17.44;4.97;29.48;16.17;3;3;0;0;0;4;14;3;0;0;0;0;0;13.75;29;2;2;15;0;6.02;7.67;12.92;0;297.52;133.09;1
Coqueiral;2023;1.32;248.68;16.28;7.62;28.41;21.64;6;5;0;0;0;2;5;0;0;0;0;0;0;4.81;28;2;2;19;0;1.94;2.27;4.22;0;128.85;41.7;208.65;14.59;10.3;29.95;24.46;4;3;0;0;0;0;20;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;36.56;17.74;209.34;17.04;6.58;30.95;19.38;7;6;5;0;0;3;7;1;0;0;0;0;0;13.96;28;3;3;20;0;4.65;6.37;13.96;0;31.7;18.77;210.58;18.46;8.68;33.77;20.9;3;5;8;0;0;3;14;0;0;0;0;0;0;80.21;19;11;4;14;1;7.17;23.33;48.65;1;94.51;14.56;196.61;19.08;15.42;32.77;24.1;1;5;16;0;0;0;24;0;0;0;0;0;0;103.48;20;11;7;9;1;9.02;32.77;69.26;2;210.55;167.62;174.62;19.57;11.01;31.01;19.01;0;1;5;0;0;5;21;0;0;0;0;0;0;116.96;9;21;12;4;1;5.52;25.67;46.4;1;316.79;227.68;189.21;19.86;15.57;32.22;21.9;2;1;3;0;0;2;12;0;0;0;0;0;0;264.28;9;22;8;4;4;11.97;31.04;100.8;5;484.39;397.26;199.83;19.93;16.53;31.81;21.73;0;1;6;0;0;1;11;0;0;0;0;0;0;573.89;4;27;14;2;12;21.23;49.88;181.95;13;976.0;616.57;218.09;20.02;17.91;32.71;25.54;2;7;17;0;0;0;28;0;0;0;0;0;0;202.09;5;23;14;2;0;8.75;19.82;98.84;1;1045.89;993.83;211.29;20.56;16.5;32.18;27.72;4;4;19;0;0;0;31;0;0;0;0;0;0;140.87;12;19;5;5;2;7.32;40.13;64.83;2;1030.19;920.33;223.02;19.85;12.55;30.56;24.87;0;6;1;0;0;0;18;0;0;0;0;0;0;102.26;17;13;4;6;1;7.87;26.23;52.57;1;748.49;411.49;206.79;16.86;8.86;28.99;18.36;1;2;0;0;0;2;12;0;0;0;0;0;0;3.74;30;1;1;30;0;3.7;3.7;3.7;0;362.57;244.38;1
Coromandel;2012;1.957585644371941;305.53;16.64;8.07;29.19;20.84;1;1;0;0;0;2;9;0;0;0;0;0;0;11.41;29;1;1;20;0;11.41;11.41;11.41;0;289.92;82.65;284.72;15.95;10.68;30.68;23.31;6;3;2;0;0;0;23;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;44.63;11.51;277.05;17.73;8.57;34.28;23.67;11;4;23;0;0;2;27;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;11.51;11.41;261.9;19.57;12.87;34.21;27.42;5;1;21;0;0;5;30;0;0;0;0;0;0;0.83;30;0;0;30;0;0.0;0.83;0.83;0;0.83;0.0;259.27;20.46;14.02;33.7;18.96;0;1;10;0;0;5;12;0;0;0;0;0;0;178.86;11;20;6;3;3;8.88;31.45;52.07;3;184.38;8.38;267.47;19.18;14.5;31.76;24.29;0;0;8;0;0;9;26;0;0;0;0;0;0;135.32;14;16;8;7;2;8.38;28.73;47.47;2;341.87;186.11;259.41;19.78;16.62;31.02;23.66;0;0;3;0;0;2;12;0;0;0;0;0;0;417.72;4;27;9;1;6;15.42;71.8;198.8;5;731.9;396.09;266.02;19.49;16.77;30.92;21.98;0;0;2;0;0;1;19;0;0;0;0;0;0;305.96;4;27;12;2;6;11.28;40.16;137.61;6;912.11;852.28;258.87;19.67;15.98;32.67;25.02;5;0;10;0;0;2;29;0;0;0;0;0;0;118.36;14;15;4;6;1;7.71;24.18;43.8;1;886.75;815.18;225.65;19.32;15.62;32.34;24.54;2;0;13;0;0;2;18;0;0;0;0;0;0;107.4;16;15;7;6;1;7.09;29.53;50.61;1;763.09;531.72;201.28;19.96;16.49;31.47;26.53;3;6;8;0;0;1;30;0;0;0;0;0;0;64.68;19;11;5;8;0;5.64;19.65;35.5;0;416.82;270.02;194.52;17.28;10.51;29.52;22.53;3;0;0;0;0;2;11;0;0;0;0;0;0;33.8;24;7;3;8;0;4.57;9.89;20.68;0;260.93;205.88;2
Coromandel;2013;2.023519579751671;178.69;18.05;12.38;29.77;20.73;7;8;0;0;0;0;18;0;0;0;0;0;0;74.38;22;8;4;12;1;9.12;36.94;55.99;1;259.74;172.86;207.31;16.15;6.31;29.59;20.2;3;4;0;0;0;2;12;1;0;0;0;0;0;2.31;30;1;1;24;0;1.05;1.05;12.03;0;150.92;109.96;198.94;17.38;12.14;31.52;25.14;0;0;3;0;0;0;31;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;107.73;76.69;194.55;21.09;12.26;36.19;23.9;7;5;18;0;0;4;25;0;0;0;0;0;0;48.26;24;6;2;19;1;7.88;30.32;42.21;1;50.57;20.7;186.45;22.0;14.6;36.88;28.42;6;5;25;0;0;1;31;0;0;0;0;0;0;45.55;21;10;3;9;0;4.52;11.56;31.73;0;137.66;52.31;168.13;21.9;17.49;32.3;24.8;0;5;12;0;0;0;22;0;0;0;0;0;0;365.2;7;23;9;2;6;15.84;45.84;106.65;6;459.01;248.94;160.54;21.49;17.61;33.46;26.58;13;6;25;0;0;0;31;0;0;0;0;0;0;118.44;10;21;8;4;0;5.58;13.71;42.66;0;537.1;474.72;163.49;20.63;16.68;32.64;22.12;7;7;10;0;0;2;15;0;0;0;0;0;0;384.11;8;23;22;7;8;16.63;49.06;126.46;8;835.38;595.96;156.48;20.2;17.59;32.64;25.86;5;1;18;0;0;0;28;0;0;0;0;0;0;71.19;14;14;4;5;0;4.97;19.17;109.03;0;759.95;603.22;151.97;20.67;18.26;32.71;23.3;6;6;12;0;0;0;19;0;0;0;0;0;0;156.76;7;24;12;3;2;6.46;25.74;52.76;2;630.96;581.57;148.82;19.91;12.82;30.1;23.86;0;1;2;0;0;5;9;0;0;0;0;0;0;156.38;17;13;9;15;2;11.97;40.38;106.43;2;678.7;372.85;150.82;16.83;10.74;29.3;20.6;2;2;0;0;0;2;28;0;0;0;0;0;0;70.2;27;4;4;27;1;17.51;47.16;70.05;1;358.56;329.31;2
