Municipio;Ano;target_por_area;preco_6;TNx_6;TNn_6;TXx_6;TXn_6;TX90p_6;Tn90p_6;WD30_6;WN22_6;Frost_6;Tn10p_6;TXMCD_6;Tmin7_6;Tmin3_6;Tmin2_6;Tmin1_6;Tmax10_6;Tmax7_6;PRCPTOT_6;Drydays_6;Wetdays_6;CWD_6;CDD_6;Wet20mm_6;Prec-Intensity_6;rx1day_6;rx5day_6;r95p_6;pr-wet-qrt_6;pr-dry-qrt_6;preco_7;TNx_7;TNn_7;TXx_7;TXn_7;TX90p_7;Tn90p_7;WD30_7;WN22_7;Frost_7;Tn10p_7;TXMCD_7;Tmin7_7;Tmin3_7;Tmin2_7;Tmin1_7;Tmax10_7;Tmax7_7;PRCPTOT_7;Drydays_7;Wetdays_7;CWD_7;CDD_7;Wet20mm_7;Prec-Intensity_7;rx1day_7;rx5day_7;r95p_7;pr-wet-qrt_7;pr-dry-qrt_7;preco_8;TNx_8;TNn_8;TXx_8;TXn_8;TX90p_8;Tn90p_8;WD30_8;WN22_8;Frost_8;Tn10p_8;TXMCD_8;Tmin7_8;Tmin3_8;Tmin2_8;Tmin1_8;Tmax10_8;Tmax7_8;PRCPTOT_8;Drydays_8;Wetdays_8;CWD_8;CDD_8;Wet20mm_8;Prec-Intensity_8;rx1day_8;rx5day_8;r95p_8;pr-wet-qrt_8;pr-dry-qrt_8;preco_9;TNx_9;TNn_9;TXx_9;TXn_9;TX90p_9;Tn90p_9;WD30_9;WN22_9;Frost_9;Tn10p_9;TXMCD_9;Tmin7_9;Tmin3_9;Tmin2_9;Tmin1_9;Tmax10_9;Tmax7_9;PRCPTOT_9;Drydays_9;Wetdays_9;CWD_9;CDD_9;Wet20mm_9;Prec-Intensity_9;rx1day_9;rx5day_9;r95p_9;pr-wet-qrt_9;pr-dry-qrt_9;preco_10;TNx_10;TNn_10;TXx_10;TXn_10;TX90p_10;Tn90p_10;WD30_10;WN22_10;Frost_10;Tn10p_10;TXMCD_10;Tmin7_10;Tmin3_10;Tmin2_10;Tmin1_10;Tmax10_10;Tmax7_10;PRCPTOT_10;Drydays_10;Wetdays_10;CWD_10;CDD_10;Wet20mm_10;Prec-Intensity_10;rx1day_10;rx5day_10;r95p_10;pr-wet-qrt_10;pr-dry-qrt_10;preco_11;TNx_11;TNn_11;TXx_11;TXn_11;TX90p_11;Tn90p_11;WD30_11;WN22_11;Frost_11;Tn10p_11;TXMCD_11;Tmin7_11;Tmin3_11;Tmin2_11;Tmin1_11;Tmax10_11;Tmax7_11;PRCPTOT_11;Drydays_11;Wetdays_11;CWD_11;CDD_11;Wet20mm_11;Prec-Intensity_11;rx1day_11;rx5day_11;r95p_11;pr-wet-qrt_11;pr-dry-qrt_11;preco_12;TNx_12;TNn_12;TXx_12;TXn_12;TX90p_12;Tn90p_12;WD30_12;WN22_12;Frost_12;Tn10p_12;TXMCD_12;Tmin7_12;Tmin3_12;Tmin2_12;Tmin1_12;Tmax10_12;Tmax7_12;PRCPTOT_12;Drydays_12;Wetdays_12;CWD_12;CDD_12;Wet20mm_12;Prec-Intensity_12;rx1day_12;rx5day_12;r95p_12;pr-wet-qrt_12;pr-dry-qrt_12;preco_1;TNx_1;TNn_1;TXx_1;TXn_1;TX90p_1;Tn90p_1;WD30_1;WN22_1;Frost_1;Tn10p_1;TXMCD_1;Tmin7_1;Tmin3_1;Tmin2_1;Tmin1_1;Tmax10_1;Tmax7_1;PRCPTOT_1;Drydays_1;Wetdays_1;CWD_1;CDD_1;Wet20mm_1;Prec-Intensity_1;rx1day_1;rx5day_1;r95p_1;pr-wet-qrt_1;pr-dry-qrt_1;preco_2;TNx_2;TNn_2;TXx_2;TXn_2;TX90p_2;Tn90p_2;WD30_2;WN22_2;Frost_2;Tn10p_2;TXMCD_2;Tmin7_2;Tmin3_2;Tmin2_2;Tmin1_2;Tmax10_2;Tmax7_2;PRCPTOT_2;Drydays_2;Wetdays_2;CWD_2;CDD_2;Wet20mm_2;Prec-Intensity_2;rx1day_2;rx5day_2;r95p_2;pr-wet-qrt_2;pr-dry-qrt_2;preco_3;TNx_3;TNn_3;TXx_3;TXn_3;TX90p_3;Tn90p_3;WD30_3;WN22_3;Frost_3;Tn10p_3;TXMCD_3;Tmin7_3;Tmin3_3;Tmin2_3;Tmin1_3;Tmax10_3;Tmax7_3;PRCPTOT_3;Drydays_3;Wetdays_3;CWD_3;CDD_3;Wet20mm_3;Prec-Intensity_3;rx1day_3;rx5day_3;r95p_3;pr-wet-qrt_3;pr-dry-qrt_3;preco_4;TNx_4;TNn_4;TXx_4;TXn_4;TX90p_4;Tn90p_4;WD30_4;WN22_4;Frost_4;Tn10p_4;TXMCD_4;Tmin7_4;Tmin3_4;Tmin2_4;Tmin1_4;Tmax10_4;Tmax7_4;PRCPTOT_4;Drydays_4;Wetdays_4;CWD_4;CDD_4;Wet20mm_4;Prec-Intensity_4;rx1day_4;rx5day_4;r95p_4;pr-wet-qrt_4;pr-dry-qrt_4;preco_5;TNx_5;TNn_5;TXx_5;TXn_5;TX90p_5;Tn90p_5;WD30_5;WN22_5;Frost_5;Tn10p_5;TXMCD_5;Tmin7_5;Tmin3_5;Tmin2_5;Tmin1_5;Tmax10_5;Tmax7_5;PRCPTOT_5;Drydays_5;Wetdays_5;CWD_5;CDD_5;Wet20mm_5;Prec-Intensity_5;rx1day_5;rx5day_5;r95p_5;pr-wet-qrt_5;pr-dry-qrt_5;cluster
Lavras;2013;1.320403587443946;178.69;16.26;10.8;27.74;20.2;2;8;0;0;0;0;4;0;0;0;0;0;0;90.83;21;9;3;7;2;9.96;25.12;52.23;2;234.13;182.99;207.31;14.5;5.57;27.74;18.34;1;2;0;0;0;2;10;2;0;0;0;0;0;17.46;28;3;2;12;0;5.82;11.14;14.11;0;188.42;153.17;198.94;14.64;9.92;27.35;21.79;0;0;0;0;0;0;8;0;0;0;0;0;0;0.34;31;0;0;31;0;0.0;0.19;0.34;0;152.83;107.22;194.55;19.04;6.64;33.73;21.2;4;3;11;0;0;5;22;1;0;0;0;0;0;25.44;25;5;3;20;0;5.08;12.61;22.65;0;79.94;34.44;186.45;19.81;12.0;35.82;22.51;9;4;19;0;0;1;14;0;0;0;0;0;0;43.27;24;7;2;11;0;5.94;18.22;20.53;0;83.78;53.4;168.13;20.14;13.28;32.94;21.83;4;3;7;0;0;2;10;0;0;0;0;0;0;165.25;13;17;4;4;2;9.68;37.88;60.31;2;233.96;150.0;160.54;20.87;17.54;32.74;26.97;9;15;18;0;0;0;31;0;0;0;0;0;0;183.7;14;17;5;5;3;10.79;36.7;65.99;3;406.73;299.32;163.49;21.01;15.07;32.12;20.32;1;6;5;0;0;1;20;0;0;0;0;0;0;529.27;10;21;12;4;7;25.17;127.34;210.32;7;895.72;547.75;156.48;20.51;16.7;32.57;22.39;4;4;18;0;0;0;21;0;0;0;0;0;0;128.02;14;14;9;7;1;9.08;22.99;75.77;1;891.66;870.51;151.97;20.49;14.79;32.12;22.17;2;7;10;0;0;1;16;0;0;0;0;0;0;180.01;8;23;8;3;3;7.79;32.25;65.52;2;858.77;809.67;148.82;18.96;11.85;29.14;21.02;0;0;0;0;0;3;7;0;0;0;0;0;0;49.99;25;5;1;16;0;9.74;16.21;26.7;0;710.62;325.78;150.82;16.61;9.57;28.95;17.38;5;2;0;0;0;0;6;0;0;0;0;0;0;59.21;26;5;2;14;2;11.74;27.99;52.94;1;270.97;240.35;1
Lavras;2014;1.080043383947939;130.72;16.53;10.97;27.36;18.43;1;11;0;0;0;0;4;0;0;0;0;0;0;15.95;24;6;2;12;0;2.51;4.77;50.43;0;214.9;106.02;132.13;15.8;7.14;29.18;14.11;2;10;0;0;0;2;9;0;0;0;0;0;0;34.09;25;6;2;12;1;5.55;22.21;24.31;1;109.25;81.79;124.29;14.52;5.43;29.89;20.96;0;0;0;0;0;3;14;1;0;0;0;0;0;1.04;31;0;0;31;0;0.0;0.83;1.02;0;109.25;49.26;121.96;19.55;10.1;32.74;21.54;1;5;7;0;0;3;16;0;0;0;0;0;0;72.62;19;11;3;10;1;6.6;20.42;33.52;0;161.63;58.55;113.4;18.77;11.79;31.12;17.97;0;1;7;0;0;4;12;0;0;0;0;0;0;97.37;21;10;4;11;1;9.64;25.79;58.62;1;189.4;165.53;102.47;20.15;14.68;32.74;18.63;2;4;9;0;0;0;9;0;0;0;0;0;0;169.23;13;17;8;6;3;9.95;34.5;80.83;2;339.22;200.4;107.92;20.53;15.77;31.96;24.1;3;10;10;0;0;1;19;0;0;0;0;0;0;130.65;10;21;6;3;1;6.17;21.33;64.75;0;414.53;338.72;115.33;20.84;16.19;33.36;29.3;10;4;29;0;0;0;31;0;0;0;0;0;0;116.8;22;9;4;9;2;12.83;32.36;76.06;2;421.71;338.71;142.68;20.22;16.38;32.88;25.11;7;2;22;0;0;0;28;0;0;0;0;0;0;41.29;24;4;4;14;1;10.2;25.19;40.82;1;409.27;294.01;185.2;20.12;16.56;31.42;21.54;1;4;12;0;0;0;23;0;0;0;0;0;0;82.0;23;8;3;10;1;10.05;25.49;48.21;1;308.13;247.34;193.21;19.79;8.97;31.31;22.02;7;8;7;0;0;2;14;0;0;0;0;0;0;80.48;20;10;4;6;0;7.75;15.33;44.41;0;260.03;203.77;181.83;17.54;9.19;28.32;21.62;3;4;0;0;0;4;9;0;0;0;0;0;0;9.01;29;2;2;25;0;4.5;7.88;9.01;0;203.77;162.95;1
Lavras;2015;0.839873417721519;172.37;14.96;9.85;27.96;21.3;5;5;0;0;0;0;7;0;0;0;0;0;0;3.56;29;1;1;28;0;3.3;3.3;3.3;0;126.12;71.21;169.27;15.14;8.98;28.36;16.87;3;6;0;0;0;0;5;0;0;0;0;0;0;47.55;27;4;3;14;1;11.51;21.6;25.04;1;91.59;47.18;175.89;16.26;7.57;31.07;19.76;2;1;1;0;0;3;15;0;0;0;0;0;0;8.65;29;2;1;17;0;4.32;5.33;5.33;0;69.28;59.75;170.38;19.74;9.26;33.56;21.52;3;6;11;0;0;3;14;0;0;0;0;0;0;16.15;26;4;1;17;0;3.83;9.09;12.82;0;72.35;69.02;187.05;20.82;9.57;36.33;20.63;10;5;16;0;0;7;19;0;0;0;0;0;0;36.2;24;7;5;17;0;4.93;16.91;20.2;0;63.41;47.77;182.75;20.63;13.26;31.79;20.43;2;11;11;0;0;3;14;0;0;0;0;0;0;226.82;14;16;7;8;3;14.15;75.42;128.45;3;335.32;73.97;177.33;20.44;14.79;32.34;24.63;6;3;11;0;0;1;18;0;0;0;0;0;0;222.47;15;16;6;7;4;13.76;26.74;128.3;3;489.65;368.49;177.74;20.82;16.36;34.31;26.9;17;4;25;0;0;1;31;0;0;0;0;0;0;90.8;19;12;7;8;1;7.5;36.59;51.14;1;541.67;511.0;165.62;20.82;17.14;32.22;23.01;1;1;10;0;0;0;10;0;0;0;0;0;0;194.89;12;16;5;6;5;12.16;38.65;67.13;5;632.39;510.74;149.16;19.81;16.23;31.23;23.37;1;4;4;0;0;0;10;0;0;0;0;0;0;201.86;10;21;8;4;3;9.53;29.17;87.55;3;485.17;452.43;149.45;19.79;13.01;31.18;22.39;3;7;4;0;0;0;22;0;0;0;0;0;0;26.62;22;8;2;9;0;3.29;9.7;24.71;0;473.54;423.36;144.79;17.67;11.47;28.37;21.14;2;3;0;0;0;0;5;0;0;0;0;0;0;54.82;25;6;2;8;1;8.91;30.16;30.57;1;368.75;283.3;1
Lavras;2016;1.68;151.12;16.28;9.14;27.72;19.62;1;10;0;0;0;0;9;0;0;0;0;0;0;30.13;25;5;3;12;0;5.68;16.91;25.22;0;248.23;109.83;135.75;15.48;11.02;28.34;20.39;7;10;0;0;0;0;8;0;0;0;0;0;0;2.9;30;1;1;25;0;1.08;1.08;1.83;0;98.61;86.03;135.27;15.2;10.4;30.68;24.48;0;1;1;0;0;0;20;0;0;0;0;0;0;22.07;29;2;1;19;1;11.03;20.86;20.86;0;70.58;29.94;119.6;19.35;13.35;34.96;18.19;8;11;15;0;0;0;15;0;0;0;0;0;0;137.42;21;9;8;14;3;15.17;43.26;115.46;3;165.2;153.25;122.08;22.61;15.24;36.12;24.58;9;10;22;2;0;0;27;0;0;0;0;0;0;44.09;26;5;3;19;0;8.63;11.98;30.98;0;203.58;164.16;117.53;21.59;17.23;33.73;24.34;8;16;12;0;0;0;14;0;0;0;0;0;0;258.87;7;23;11;2;4;11.24;37.19;89.5;4;510.52;231.96;123.18;20.34;17.74;32.53;23.45;5;6;14;0;0;0;29;0;0;0;0;0;0;241.71;6;25;13;3;3;9.63;41.67;77.98;3;542.88;429.28;121.39;21.42;16.49;31.91;21.83;2;11;9;0;0;0;12;0;0;0;0;0;0;314.96;11;20;11;3;6;15.71;67.18;151.72;6;815.53;597.54;120.82;21.02;16.15;33.12;28.13;5;10;16;0;0;1;29;0;0;0;0;0;0;113.42;16;13;4;7;0;8.65;18.22;59.9;0;731.72;666.94;135.5;20.41;16.75;32.3;23.98;4;8;11;0;0;0;25;0;0;0;0;0;0;170.35;16;15;4;6;3;11.22;37.3;80.93;2;654.78;597.72;134.36;19.59;14.74;32.3;20.73;23;9;19;0;0;0;26;0;0;0;0;0;0;22.15;27;3;2;26;0;7.27;12.09;22.1;0;543.06;305.92;135.26;17.73;9.59;28.27;22.39;4;6;0;0;0;2;11;0;0;0;0;0;0;24.2;26;5;2;10;0;4.69;7.12;22.37;0;306.24;202.75;1
Lavras;2017;2.252321981424148;145.22;18.15;6.31;27.36;18.61;1;7;0;0;0;3;4;1;0;0;0;0;0;89.87;23;7;5;22;2;12.57;29.53;74.1;2;208.24;136.18;155.8;14.54;3.65;28.97;22.82;9;3;0;0;0;2;8;1;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;136.18;113.76;156.61;17.11;7.63;31.36;20.61;6;6;5;0;0;2;9;0;0;0;0;0;0;25.62;28;3;2;15;0;8.33;10.6;14.39;0;122.61;60.43;155.21;18.94;10.74;34.14;25.6;6;4;17;0;0;1;30;0;0;0;0;0;0;14.78;27;3;1;24;0;4.9;11.92;11.92;0;40.4;37.63;160.15;21.37;12.49;35.3;21.78;5;11;10;0;0;1;24;0;0;0;0;0;0;156.85;19;12;4;4;3;12.85;43.21;77.21;3;214.86;63.29;165.98;20.49;10.82;31.72;19.55;1;3;7;0;0;3;7;0;0;0;0;0;0;253.3;12;18;6;3;3;14.02;52.63;117.23;3;414.16;246.81;149.58;20.41;14.24;33.63;21.4;9;6;14;0;0;3;15;0;0;0;0;0;0;202.08;13;18;7;3;2;11.05;34.5;72.66;2;612.23;485.38;161.54;20.82;17.86;34.04;26.36;6;10;17;0;0;0;31;0;0;0;0;0;0;188.9;15;16;6;5;4;11.62;31.59;97.75;4;661.01;623.03;163.06;20.6;17.25;32.71;24.34;3;2;13;0;0;0;24;0;0;0;0;0;0;94.21;18;10;5;15;2;9.26;23.33;63.07;2;659.65;519.84;155.9;20.61;13.45;32.49;23.69;3;4;14;0;0;5;18;0;0;0;0;0;0;126.15;19;12;7;7;2;10.39;51.36;71.63;1;463.69;397.06;153.2;19.59;12.82;30.51;20.0;2;5;4;0;0;2;18;0;0;0;0;0;0;60.54;21;9;3;7;1;6.7;24.25;28.76;1;402.39;273.27;146.12;18.26;12.01;27.74;17.57;0;4;0;0;0;0;8;0;0;0;0;0;0;66.68;26;5;2;12;1;13.06;37.38;56.62;1;273.4;218.46;1
Lavras;2018;1.92;143.5;16.06;6.54;28.77;21.21;3;2;0;0;0;1;7;1;0;0;0;0;0;30.28;28;2;2;16;1;14.69;21.4;29.4;0;230.56;157.51;159.13;13.5;7.83;26.53;18.07;0;0;0;0;0;1;2;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;130.69;87.78;162.52;17.19;8.01;31.74;21.26;5;4;5;0;0;2;10;0;0;0;0;0;0;3.82;29;2;1;17;0;1.56;1.88;3.82;0;87.74;33.21;152.7;16.77;9.45;32.53;21.81;1;0;10;0;0;2;26;0;0;0;0;0;0;36.92;28;2;1;27;1;18.46;33.15;36.92;1;40.73;3.82;136.62;19.42;13.8;33.94;20.15;5;2;14;0;0;0;18;0;0;0;0;0;0;113.03;21;10;4;14;1;11.1;42.6;99.86;1;156.0;107.46;138.43;19.61;12.43;31.53;22.6;1;4;6;0;0;2;11;0;0;0;0;0;0;92.34;20;10;5;9;1;8.94;29.64;59.93;1;290.91;160.08;136.65;20.53;16.15;33.46;20.92;7;5;12;0;0;0;19;0;0;0;0;0;0;219.61;13;18;4;6;5;12.08;30.9;74.65;5;453.55;353.11;134.87;20.67;16.67;32.71;21.62;3;6;13;0;0;0;26;0;0;0;0;0;0;260.83;9;22;9;6;4;11.85;32.44;104.65;3;572.08;498.07;132.63;21.11;15.48;31.74;20.19;0;4;5;0;0;2;20;0;0;0;0;0;0;104.87;12;16;5;6;0;6.49;14.64;38.95;0;594.06;557.94;128.66;20.7;16.32;33.05;27.95;7;11;21;0;0;0;31;0;0;0;0;0;0;141.45;20;11;3;9;2;12.7;42.16;73.08;2;574.82;522.17;126.31;19.79;13.38;29.89;22.61;0;3;0;0;0;0;15;0;0;0;0;0;0;24.59;24;6;2;10;0;3.82;6.14;11.17;0;421.76;269.38;123.19;17.36;4.8;29.31;20.05;4;4;0;0;0;3;19;1;0;0;0;0;0;12.44;29;2;1;13;0;5.94;10.84;10.97;0;243.75;127.43;1
Lavras;2019;1.5;123.18;17.08;10.8;28.54;21.76;9;10;0;0;0;0;8;0;0;0;0;0;0;17.41;26;4;2;13;0;4.33;8.21;10.9;0;107.77;54.43;125.22;13.81;8.58;28.53;22.17;6;0;0;0;0;0;11;0;0;0;0;0;0;1.61;30;1;1;20;0;1.61;1.61;1.61;0;75.16;31.45;117.15;16.28;6.69;29.52;19.47;0;9;0;0;0;1;6;1;0;0;0;0;0;61.42;26;5;2;13;1;12.03;32.03;43.94;1;90.78;80.24;107.23;19.43;8.24;32.64;21.73;2;9;9;0;0;2;10;0;0;0;0;0;0;54.21;24;6;3;10;1;8.83;22.69;42.37;1;137.75;72.72;112.76;20.17;11.76;33.05;23.13;2;15;4;0;0;1;9;0;0;0;0;0;0;186.55;14;17;4;4;1;10.87;38.67;64.25;1;297.44;182.23;113.25;20.12;14.56;31.33;18.82;0;5;6;0;0;0;6;0;0;0;0;0;0;214.25;10;20;9;3;2;10.69;47.46;120.6;2;496.56;299.87;105.41;21.2;13.44;34.07;23.74;11;7;18;0;0;2;18;0;0;0;0;0;0;285.54;10;21;6;4;3;13.59;49.69;98.04;3;697.48;584.5;107.04;20.73;16.56;33.36;20.9;12;11;26;0;0;0;20;0;0;0;0;0;0;152.58;14;17;4;4;1;8.88;24.82;62.34;1;668.61;641.61;107.01;20.82;16.86;34.76;22.56;6;7;16;0;0;0;9;0;0;0;0;0;0;224.12;13;15;8;4;3;14.73;49.06;87.3;3;705.93;647.11;101.13;20.68;16.64;32.84;23.33;3;7;8;0;0;0;19;0;0;0;0;0;0;177.01;13;18;8;9;2;9.81;26.82;78.05;1;643.57;529.47;97.74;21.3;13.33;31.33;23.04;4;15;4;0;0;0;14;0;0;0;0;0;0;78.6;18;12;6;11;1;6.49;24.07;38.62;1;548.84;478.85;98.2;18.63;7.83;29.6;20.44;9;13;0;0;0;1;9;0;0;0;0;0;0;42.7;28;3;2;15;1;14.07;22.66;42.64;1;395.37;263.26;1
Lavras;2020;1.8;110.88;16.08;8.48;28.53;20.58;6;8;0;0;0;0;6;0;0;0;0;0;0;8.3;29;1;1;26;0;8.28;8.28;8.3;0;227.69;128.83;117.05;16.04;4.85;27.74;19.52;4;2;0;0;0;3;10;2;0;0;0;0;0;7.75;29;2;1;25;0;3.42;5.71;6.63;0;92.25;58.76;103.89;16.39;8.5;31.53;17.91;7;3;3;0;0;0;6;0;0;0;0;0;0;12.31;29;2;1;15;0;5.67;7.79;8.49;0;62.55;21.44;101.09;19.5;12.49;36.12;18.34;11;13;17;0;0;0;24;0;0;0;0;0;0;63.39;27;3;3;24;2;20.72;27.47;62.17;2;83.44;20.78;99.45;19.4;15.52;33.49;22.25;3;3;19;0;0;0;21;0;0;0;0;0;0;80.08;16;15;8;9;0;5.19;13.97;33.38;0;159.39;109.52;108.14;20.82;13.68;33.9;22.6;3;8;6;0;0;1;7;0;0;0;0;0;0;200.36;14;16;8;4;4;12.29;29.22;60.41;3;343.83;207.08;125.25;20.55;15.96;31.91;24.58;4;7;9;0;0;0;11;0;0;0;0;0;0;158.5;15;16;10;7;0;9.79;17.88;54.11;0;471.53;389.71;120.27;21.2;17.13;32.27;22.55;0;8;11;0;0;0;22;0;0;0;0;0;0;210.21;9;22;7;2;4;9.5;26.41;73.97;3;575.36;513.52;112.9;20.99;16.3;31.06;22.08;0;6;6;0;0;0;10;0;0;0;0;0;0;478.22;3;26;14;1;9;18.37;64.99;136.59;9;846.93;656.15;116.75;20.08;15.06;30.39;22.92;0;6;4;0;0;2;29;0;0;0;0;0;0;159.26;20;11;6;8;3;14.33;35.71;92.65;3;864.49;811.01;109.05;20.08;13.33;30.32;23.38;1;7;1;0;0;0;14;0;0;0;0;0;0;29.69;25;5;2;15;0;5.74;10.94;48.66;0;758.04;662.78;100.66;18.43;7.85;27.4;18.46;0;4;0;0;0;5;3;0;0;0;0;0;0;26.91;27;4;2;9;1;6.49;20.35;20.59;0;528.66;151.77;1
Lavras;2021;1.259900454447089;98.75;16.51;8.86;28.24;19.43;6;6;0;0;0;0;7;0;0;0;0;0;0;4.73;29;1;1;22;0;4.66;4.66;4.73;0;153.82;44.89;101.41;15.41;10.05;29.14;23.76;4;8;0;0;0;0;15;0;0;0;0;0;0;0.04;31;0;0;31;0;0.0;0.04;0.04;0;44.57;31.68;101.67;17.14;7.53;31.36;16.19;3;3;5;0;0;4;11;0;0;0;0;0;0;18.1;29;2;2;20;0;9.03;9.74;18.1;0;43.43;22.8;101.87;20.46;12.14;35.54;19.37;12;7;20;0;0;0;20;0;0;0;0;0;0;10.31;27;3;3;20;0;3.17;4.06;10.31;0;35.36;18.14;92.77;21.59;14.91;37.11;20.75;10;11;17;0;0;0;16;0;0;0;0;0;0;60.36;22;9;2;8;0;6.35;12.1;24.25;0;88.77;39.68;102.02;19.81;10.15;33.56;24.99;3;3;9;0;0;2;27;0;0;0;0;0;0;106.08;14;16;12;6;0;6.54;19.38;49.01;0;209.36;101.59;114.36;20.99;17.17;32.37;22.02;5;6;11;0;0;0;14;0;0;0;0;0;0;335.18;7;24;10;3;5;13.93;44.94;118.35;5;502.1;315.99;119.57;20.24;15.77;33.53;26.85;4;4;12;0;0;1;31;0;0;0;0;0;0;177.0;14;17;12;8;3;10.39;25.32;69.68;3;698.98;569.77;128.0;20.31;15.38;32.27;22.99;1;5;12;0;0;2;21;0;0;0;0;0;0;234.3;5;23;12;2;2;10.07;53.34;105.79;2;745.51;710.34;128.62;19.69;16.64;32.27;24.27;6;4;16;0;0;0;24;0;0;0;0;0;0;135.87;17;14;6;9;1;9.53;20.75;76.1;0;693.64;541.29;134.43;18.24;11.96;29.55;24.58;0;1;0;0;0;4;29;0;0;0;0;0;0;3.95;28;2;1;17;0;1.48;1.5;15.13;0;469.45;374.12;153.33;17.66;8.89;29.11;19.26;11;4;0;0;0;1;7;0;0;0;0;0;0;15.57;26;5;2;15;0;3.0;6.98;8.5;0;280.59;144.17;1
Lavras;2022;1.260078277886497;158.15;16.49;9.16;27.55;19.2;3;4;0;0;0;0;4;0;0;0;0;0;0;18.21;27;3;1;13;0;5.53;12.42;21.31;0;85.03;36.23;147.75;14.04;4.16;28.34;19.54;2;1;0;0;0;5;4;3;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;36.04;33.78;146.91;17.09;8.57;31.52;22.41;9;3;7;0;0;0;23;0;0;0;0;0;0;0.68;31;0;0;31;0;0.0;0.49;0.68;0;33.78;6.08;161.35;20.34;10.82;36.29;23.66;17;14;25;0;0;2;29;0;0;0;0;0;0;34.5;26;4;2;13;1;8.37;20.79;22.1;0;43.21;4.15;201.05;20.36;13.47;34.31;18.22;3;7;7;0;0;1;8;0;0;0;0;0;0;235.9;9;22;7;4;4;10.64;41.34;109.67;4;364.3;92.45;231.62;19.23;13.57;32.71;20.82;8;1;12;0;0;2;9;0;0;0;0;0;0;168.84;18;12;5;6;2;14.06;67.9;94.03;2;460.97;388.99;255.5;20.03;12.92;31.86;20.15;2;5;14;0;0;2;21;0;0;0;0;0;0;237.63;13;18;7;4;5;13.13;31.61;83.19;5;695.78;521.23;268.93;23.13;17.41;32.91;25.18;6;9;14;1;0;0;31;0;0;0;0;0;0;354.0;9;22;13;5;7;15.96;61.42;133.41;7;784.01;699.42;285.44;20.12;16.58;33.05;23.54;3;4;9;0;0;0;17;0;0;0;0;0;0;305.98;3;25;25;3;4;12.23;47.96;155.67;4;905.25;855.69;252.79;20.19;14.26;33.32;23.21;14;9;24;0;0;2;20;0;0;0;0;0;0;61.55;22;9;3;7;0;6.63;19.65;35.58;0;824.32;679.68;263.19;20.08;11.33;31.67;23.98;12;7;14;0;0;3;29;0;0;0;0;0;0;31.78;24;6;2;15;0;5.09;15.61;50.07;0;545.31;460.46;254.56;16.5;3.88;29.89;16.68;5;0;0;0;0;5;14;3;0;0;0;0;0;13.77;28;3;2;14;0;4.49;8.67;12.01;0;348.55;97.77;1
Lavras;2023;1.5;248.68;16.59;6.98;29.07;20.46;8;6;0;0;0;2;6;1;0;0;0;0;0;2.11;29;1;1;19;0;1.69;1.69;2.11;0;99.25;28.09;208.65;13.74;9.84;30.48;24.34;8;1;1;0;0;0;20;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;24.99;14.12;209.34;16.2;6.63;31.33;18.97;7;4;4;0;0;2;7;1;0;0;0;0;0;14.53;29;2;2;20;0;7.26;9.12;14.53;0;28.65;16.64;210.58;18.49;8.21;34.11;20.53;4;7;12;0;0;3;11;0;0;0;0;0;0;82.5;24;6;2;15;1;13.52;38.56;51.51;1;101.04;14.53;196.61;19.66;14.7;33.12;23.18;2;5;17;0;0;0;24;0;0;0;0;0;0;116.08;16;15;4;5;2;7.56;31.12;63.73;2;226.1;166.36;174.62;19.25;11.14;31.69;19.3;2;1;11;0;0;6;13;0;0;0;0;0;0;149.08;12;18;7;5;1;8.16;31.56;59.44;1;359.48;251.78;189.21;19.54;15.33;32.91;21.55;3;0;7;0;0;1;11;0;0;0;0;0;0;337.54;11;20;6;3;7;16.81;45.43;136.08;6;598.7;443.79;199.83;19.73;16.15;32.67;20.63;1;2;8;0;0;0;11;0;0;0;0;0;0;498.95;3;28;14;1;8;17.8;67.95;163.87;8;997.95;716.92;218.09;20.46;17.56;34.04;26.65;7;9;24;0;0;0;28;0;0;0;0;0;0;177.18;6;22;10;2;1;7.92;23.25;74.26;1;1021.35;1001.22;211.29;20.89;16.73;33.63;28.1;16;6;24;0;0;0;31;0;0;0;0;0;0;188.98;12;19;6;5;2;9.87;40.16;91.46;2;1034.8;873.61;223.02;20.02;13.03;31.83;24.17;5;6;5;0;0;0;18;0;0;0;0;0;0;87.0;19;11;4;7;1;7.73;25.01;37.18;1;701.97;428.73;206.79;16.83;8.19;30.03;17.04;6;1;1;0;0;2;18;0;0;0;0;0;0;1.98;31;0;0;31;0;0.0;0.74;10.47;0;385.25;269.48;1
